date,text,ton
1406998097,"@Borisich_glass на востоке МТС, а на западе Киевстар",0
1387534627,Дурацкий сбербанк!где мой перевод,-1
1387789503,"@Kalars07 у меня нет билайновских симок, увы(",0
1407257913,Крымские власти заявили об отключении украинского МТС в Симферополе http://t.co/ynwyP6xwY1 #новости #news #лето,-1
1387240683,банк втб 24 оренбург кредит http://t.co/yy2JdRS8ss,0
1406823634,Какой лучше тариф подключить на мтс Бит (75 Мб/сутки) или СуперБит (3 Гб/месяц)? http://t.co/eIfSxmJ8mo,0
1406813012,"Мобильный интернет от #мтс все же есть в #Алушта надо было обновить опцию, но дальше #edge дело не пошло :(",-1
1387188300,RT @HAPKOTNKN: «Металлоинвест» и Сбербанк договорились о рефинансировании кредитов на 55 млрд рублей,0
1387264804,программа рефинансирования кредитов сбербанк http://t.co/weLN4Pz25D,0
1389672364,http://t.co/LtCnzqScpZ | Ипотечны #кредит в втб 24,0
1406263710,Расчет кредита наличными сбербанк http://t.co/i4lscIs9Q8,0
1406693213,Райффайзен банк аваль николаев взять кредит до 10000,0
1386579156,RT @rk_drums: Циничный @билайн и платная тех.поддержка. http://t.co/wRl2uyGuSe,-1
1386593522,http://t.co/5Mr2lisccl | Банк газпромбанк кредиты,0
1406904057,Витрина МТС Банка в каталоге вознаграждений!,0
1390136369,http://t.co/uNI0tZCs8Q Могу ли я взять кредит в сбербанке россии,0
1389407763,"предприниматели татарстана приняли участие в бизнес-турне сбербанка09 декабря 2013 года, г",0
1387871029,"""Ведомости"": МТС не передает ""Мегафону"" номера, закрепленные за&amp;#8230;",0
1389442291,http://t.co/ve9CYbdZHY Сбербанк переоформить кредит в рубли,0
1406561444,"Рынок выбирает «СТРИМ»! - Поддержка Пользователей МГТС, МТС, Стрим / Stream-TST http://t.co/4Ov5DzGxh2",0
1406786572,"Вашингтон ввел очередные санкции по отношению к России. На этот раз ограничения касаются ВТБ, &amp;#171;Россельхозбанка&amp;#187; и &amp;#171;Банка Мос",-1
1406324532,RT @evtushenko1993: скачать драйвер для мтс модема http://t.co/zm1cyvxVKx,0
1407031565,Друзья! У кого есть ненужный номер МТС - погонять на месяц? Одолжите?,0
1388837118,Из серии плюсы Тольятти: При выдаче талона эл. очереди в Сбербанке загорается ваш .,1
1406534499,"Теперь в России три проблемы: дураки, дороги и Билайн.",-1
1407054032,@Beeline_RUS получилось) спасибо),1
1388034210,"Заводы ТМК реструктурируют долги кредитами Сбербанка на 16,6 млрд&amp;#8230;",0
1407401449,http://t.co/G2u9oJrwfh «МТС-Украина» принимает меры по восстановлению связи в Симферополе,0
1388347174,"@rotohetyg, в очереди в сбербанке один дедуля кадрит бабулю, как это мило",0
1387193644,сбербанк екатеринбург кредитные карты http://t.co/rtsp3tUIPq,0
1407228897,#крым В МТС-Украина объяснили причину проблем со связью в Крыму: На официальном сайте компании МТС-Укр... http://t.co/ODvh6jXimE #crimea,-1
1407141844,"Ждём и в других банках: ""@ZarathustraK: Сбербанк начал выпуск карт на базе российской платежной системы ПРО100: http://t.co/o1YihKE07J""",0
1407404434,В Донецкой области из-за аварии не работает мобильная связь МТС,-1
1407496781,Ипотека в втб 24 отзывы http://t.co/tRZfTSDlMB,0
1406595784,"База отдыха ""Связист"" принадлежит ""Ростелекому",0
1386672049,"«Мобильные рабы» перессорили «Мегафон», МТС и «Вымпелком»",0
1388839577,"Ангарск во всем Ангарск.

Сбербанк. Ул. Карла Маркса http://t.co/OdQnp4vGN9",0
1388988535,"@sberbank Блин, в Краснодаре не нашёл ни одного банкомата Сбербанка, принимающего наличные. С чем это связано? Как всегда - всё для людей.",-1
1390148307,Дагестанское отделение Сбербанка просит население не попадаться «на удочку» мошенников  #skfo #СКФО,0
1387697732,«Билайн» повысил скорость мобильного интернета в пяти... http://t.co/rnK2usEGZE,0
1406622093,"Новые технологии и услуги, предлагаемые компанией &amp;quot;Ростелеком&amp;quot;, помогут избавиться от депрессий",1
1407872866,а щас в сбер ваще-не-войти.,-1
1387500166,ас филиал сбербанк http://t.co/KxWSgbWbTe,0
1387811239,"@alfa_bank помогите! 30.10 просил закрыть кредитный счет, а 19.12 с него списались деньги за билеты в кино по счету в альфаклике!",-1
1388238176,"Билайн пока что единственный,кто поздравил меня с новым годом и чего-то пожелал. 
забавно",1
1407570059,потребительский кредит втб 24 в ставрополе http://t.co/CNS2QnSLnU,0
1386595279,"Почему вменяемый 3G от @ru_mts в СПб только в метро? В центре у ПГУПС вообще поймал GPRS, даже не EDGE! http://t.co/DC1Jd4tFGF",-1
1407260289,"Банк Москвы предоставит Приморью кредит в 1,5 млрд руб. на покупку воздушных судов",0
1388508176,"@sorrow_sparrow эээ, мож билайн ебанулся и звонок не проходит? 1026, если что",-1
1387109500,"RT @niximequwiro: жуйк, видел новую рекламу билайна, где по 2 чела показывают (типа индеец+британский фанат и тд)? что за музон там фоном и",0
1406611046,http://t.co/EXteVCg8VX Как получить кредит россельхозбанке,0
1388225765,"@mgerasimov Добрый день! Для решения Вашего вопроса,пожалуйста, пришлите нам номер Вашего логина. #билайн",0
1407009586,"Санкции накрыли банки и корабли.США запретили своим гражданам и компаниям сотрудничать с ВТБ, Банком Москвы, Россельхозбанком и Объединенно",-1
1389938162,кредит калькулятор втб 24 http://t.co/oInSoL9KzD,0
1407322920,RT @HromadskeRadio: В Крыму полностью отключили мобильную связь МТС Украина. Мобильный оператор МТС Украина перестал работать по... http://…,-1
1387015805,мтс оплатить картой кредитной http://t.co/2l2vViKWsR,0
1407551329,http://t.co/JvuKAsxGnp Как оформить кредит сбербанк г пермь,0
1389445704,"@Kabatchikova,направьте,пож-та,на pomogite@beeline.ru Ваш №,примеры (дату,время,точный адрес ограничений) и ссылку на твит.Проверим.#билайн",0
1389335604,"Друзья, пользователи Beeline Казахстан ставят новые рекорды! :) [Инфографика] http://t.co/dR3FkAdZNr",1
1386572324,А училка ходит в шарфике от билайна,0
1407753008,"Омская детская больница получила новейший аппарат для анестезии: Напоминаем, Банк ВТБ провёл уже ставшую тради... http://t.co/NPCI5F0Q0o",0
1387958240,"@_Beeline_kz ДД! А в саппорте по 0611 есть функция ""соединить с оператором""? Или есть еще какой-нибудь номер?",0
1388121101,"@domru_ через 3G Билайн файл загрузился быстрее, примерно в 4 раза",1
1387612846,"@Marishka_Ra, как работает Интернет на данный момент? Необходима проверка качества связи? ^СБ #МТС",0
1406699837,http://t.co/HPQyeP3op7 как узнать задолженность по кредиту альфа банк,0
1387526404,Онлайн заявка на кредит для юрлиц в втб 24 http://t.co/s2iclUrpTP,0
1407396313,"Ericsson будет поставлять ""Мегафону"" оборудование на протяжении 7 лет",0
1387202644,кредит 5 миллионов сбербанк http://t.co/ZcwdzvsxhI,0
1407545708,как оформить кредит в россельхозбанке рассчитать http://t.co/QlhgWgh2Hf,0
1407253842,Вчера я перешёл с медленного интернета на от ! (@ Оператор МТС,1
1406539184,Журнал Global Finance признал Сбербанк Онлайн лучшим розничным интернет-банком в России http://t.co/fNV8PDloSg,1
1387906813,Услугами передачи данных МТС на Юге России пользуются более 45% абонентов http://t.co/QsDRcOcAI7,0
1406869863,С сегодняшнего дня начал действовать скандальный закон о блогерах #Apple #Мегафон,0
1406865534,http://t.co/RXsloylKma Оформить кредит наличными альфа банк,0
1406697567,RT @news_silver: США все-таки ввели санкции против крупных российских госбанков http://t.co/EEivVhj0y8 ВТБ и Банк Москвы детектед!,-1
1387368298,"Возможности системы Сбербанк онлайн
http://t.co/CHqNF7jWvH",0
1389815406,сбербанк дать заявку на кредит http://t.co/jUEaIWDAKN,0
1389256803,депозитные операции сбербанка россии http://t.co/NmM6wXwp7t,0
1386368231,ёбаный билайн,-1
1388923481,http://t.co/KIsVVoUCf6 Взять кредит зарплату по карте сбербанка,0
1407203320,Гашение кредита альфа банк в спб http://t.co/uO0z1YjKhs,0
1406595063,инструкции пополнения билайн через карту http://t.co/dgcLSfROCW #карту #билайн,0
1406728398,Жители Удмуртии могут принять участие в конкурсе Tele2 «Памятка путешественника»,0
1388063074,"Интересно, а Билайн на суше тупит так же, как и под водой?! (((",-1
1406258476,"Канада ввела санкции против Газпромбанка, ВЭБа, Новатэка и российских оборонных компаний",-1
1389953493,"""Боже мой, дорогой Сбербанк, научите своих сотрудниц работать! Даже я знаю об их обязанностях и во..."" @: http://t.co/U4laqFixgq #foursquare",-1
1386952688,МТС оштрафовали на 100 тысяч рублей за рассылку рекламы по смс http://t.co/mhzXA9jXrC,-1
1406455526,RT @morketolog: Цифра дня: средняя зарплата в Газпромбанке превышает 375 тысяч рублей http://t.co/ybZlJxuwP2 http://t.co/wxDDIgd3Z9,0
1406579420,Tele2 расширяет границы международного роуминга #происшествия #ЧитайМеняАяТебя,1
1407247006,"МТС перестанет работать в Крыму и поэтому все мне присылают деньги, спасибо ",-1
1388035234,"RT @_Beeline_kz: Друзья, ретвит, если в детстве хоть раз писали письмо Дед Морозу! :) http://t.co/CkNxMHU7qW",0
1406809881,"У билайна крыша съехала. Оказывается, на моем текущем тарифе для слабослышащих недоступна функция роуминга. Прекрасно, @_Beeline_kz, браво!",-1
1406632288,"Звонил мужчина из Казани, умолял найти для него телефонный номер техподдержки Мегафона. ""Спасибо, Настенька, - говорит, - всех благ тебе""",1
1387265643,втб 24 ульяновск автокредит http://t.co/pUNsKZW5HI,0
1406864089,МТС и издательство «Вокруг Света» запустили онлайн кал?:http://t.co/ZsKHzi69dq,0
1407145129,руководство пользователя мтс 968 http://t.co/J8c1rYfVhT,0
1386759612,@VadimSavin неа... мне только мтс впаривает свой смартфон на скидке)),-1
1387774880,В общем буду всем на мтс звонить,0
1406477696,Мой ущербный ростелеком ловится в любой мордовской глуши. А в Москве и области ещё ничего из большой тройки у меня нормально не работало,-1
1406722449,"@Beeline_RUS Более того, я уверен, что абонентскую плату за эти 4 дня мне никто восстанавливать не будет. Уже была с вами подобная ситуация.",-1
1406607071,Образец претензии к альфа банку http://t.co/Ew3HAhiV2f,0
1407610263,Не хотите рисковать - кладите деньги в Сбер или ВТБ под минимальный %. В ином случае рискуете на свой страх и риск.,1
1388292484,http://t.co/UZLQV84rgh | Газпромбанк ставка по кредиту,0
1387158484,http://t.co/gKkqYggBkG | Потребительский #кредит газпромбанк калькулятор,0
1390135144,Газпромбанк красноярск кредит: газпромбанк красноярск кредит http://t.co/F72WJjF3FC,0
1387974222,"3G модем  ""Билайн"" - приятная цена, достойный подарок к Новому году!: В преддверии Нового года над выбором дос... http://t.co/iRIqV1tG2U",1
1386914410,кредит втб 24 калькулятор http://t.co/Bn1d0WT7R7,0
1407338705,"#экономика Чистая прибыль VimpelCom упала в 5,7 раз: Фото РИА Новости Компания VімреlСом (управляет брендом ""Билайн"") сократила ч...  #RT",-1
1387459787,Сбербанк рассчитать кредит онлайн http://t.co/uAlXrL0Wld,0
1407128069,@lysyh_da СМИ: российские власти отказались от идеи разделить Россельхозбанк,0
1389407040,банк москвы профинансировал киреевский завод легких металлоконструкций,0
1407118365,МТС собирается увеличить дивиденды на 25% http://t.co/0vxqvqpWiU http://t.co/4GOIyfB24A,0
1389632340,"#followme В рекламе &amp;#8220;Билайн - ноль сомнений&amp;#8221; играет песенка, знаю, что kasabian, а вспомнить не могу..  http://t.co/d5U3VRRise",0
1389838217,"RT @sberbank: @MikeGi4a ,  при получении карты вы можете выбрать, как получать данный отчет, по электронной почте, в офисе банка, либо на в…",0
1406590866,Бланк квитанции об оплате сбербанк http://t.co/zESwo4nHmL,0
1407865006,RT @dumpbijourzea: Сбербанк в ночь на 11 августа приостановит работу банкоматов,-1
1406572613,"Fitch подтвердило рейтинг ""Мегафона"" на уровне ""ВВ+"" со ""стабильным"" прогнозом  #Russian",0
1407548214,оао газпромбанк ипотечный кредит http://t.co/E3OhL2B7ae,0
1386873372,кредит отзывы альфа банк http://t.co/lQaQWz7YZe,0
1406876810,@megafonru Регион Москва. Затруднения вчера наблюдались весь вечер в районе МКАД от Волоколамского шоссе до Шоссе Энтузиастов,-1
1407296600,http://t.co/Ueh4jhVXg0 Взять кредит в россельхозбанке без справки о доходах,0
1406694204,"США в связи с ситуацией на Украине ввели санкции против «Банка Москвы», ВТБ и Россельхозбанка. Американцам запрещено выделять этим российск",-1
1407460545,Новости: Сбербанк и ВТБ не планируют допвыпуски акций  #вести,0
1388941394,@MatveyevIgor в Москве 3G то у Билайна нормального нет,-1
1407629670,RT @migaothtr: альфа банк кредит наличными в кемерово http://t.co/qrmI7chgr8,0
1407493167,"RT @mrskcentre: ""Россети"" будут развивать сотрудничество с ""Россельхозбанком"" и ""Ростехом"" http://t.co/Q2mWo7fatE",0
1388695475,RT @svaluev: @findozor а Греф зарплату тоже на карту Сбербанка получает? :),0
1387289412,Южный участок ЗСД перешел от города к ВТБ и Газпромбанку,0
1406400806,"RT @ruscivworld: Меня МТС уже затрахал просто своими бонусами, халявным интернетом и мерседесами... Кто-нибудь знает, как на них надавить, …",-1
1386793610,RT @qucahahuviqe: У МТС проблемы со связью из-за замены оборудования,-1
1386369863,RT @CalteraSawyer: http://t.co/3q6WTZsreC Минфин предложил не давать больше денег Россельхозбанку,-1
1407412258,Процентная ставка по кредиту в сбер банке http://t.co/UCaa9IVD0O,0
1406697913,«Мегафон» хочет стать соисполнителем контракта на создание сети&amp;#8230;,0
1407308117,"«У компании сейчас нет доступа к своему оборудованию в Крыму», – сообщили в сервисном центре МТС",-1
1387413966,#RT @Regina__Kofe МТС решил сразиться с «Ростелекомом» на его территории,0
1406829068,МТС возвращается в Узбекистан. Мобильный оператор МТС договорился с властями Узбекистана о возобновлении работы в этой стране.,1
1406718209,Корпоративные клиенты «МегаФона» на Урале стали значительно чаще приобретать SIM-карты для М2М-решений,1
1407590178,ипотечный кредит сбербанк пермь http://t.co/B79BL1r8h5,0
1407562265,http://t.co/YGRZQdTzKK Как получить справку в банке втб 24 что кредит погашен,0
1406537409,"@bm_twit
Банк Москвы отчитался о первых результатах в работе с региональными операторами
http://t.co/aNDkTdnk3M
#news #новости",0
1406799634,«МегаФон» стал официальным поставщиком услуг связи для Уральского таможенного управления http://t.co/DGnCZUT01E,0
1407153187,"Жители Салехарда продолжают ждать появления в городе высокоскоростного и более доступного интернета, обещанного «Ростелекомом». На днях в р",-1
1407570037,банк уралсиб магнитогорск кредит http://t.co/z9M28n5yPM,0
1407385141,"#vk BizNews: Газпромбанк и Россельхозбанк, попавшие под санкции со стороны США и Евросоюза, обратились за подд... http://t.co/A1hz5BMENo",-1
1388922662,http://t.co/GEwWg18ihk динозавры полная энциклопедия http://t.co/LoEqgKgmfp телефонный справочник сбербанк россии,0
1406867144,"Боевики ограбили отделение ""Райффайзен Банк Аваль"" в Луганске",0
1406865701,Уже сегодня у меня должен заработать Мегафон... Но пока безрезультатно,-1
1406531431,мтс как отключить смс инструкция http://t.co/2EsCi3ObNN #мтс #смс,0
1389258303,Получаем кредитную карту в банке ВТБ 24: Кредитные карты сегодня пользуются отличной популярностью у наших соо... http://t.co/GYMSuzG7Fh,1
1387211303,"Какие вклады в Сбербанке самые выгодные: Каждый человек, в руках которого хоть раз в жизни появляется достаточ... http://t.co/c4lm4wMEci",0
1386682080,"@ru_mts номер у меня 10лет,а тогда были тарифы""драконовские""а на другой тариф вы меня не переводите,мой тариф не переводится,вы мне говорите",-1
1386825726,кредитная политика россельхозбанка http://t.co/pen9fHPI4o,0
1406617771,@iLozhka типичный МТС,-1
1406905320,Ебать МТС вы охуели бабки втихаря сдирать. Я бля вам покоя не дам пока сука мне 50к не вернете. И еще же и тех поддержка динамит звонки,-1
1406712219,Проблему sms-спама планирует затронуть «Билайн» на Дальинфокоме-2014 во Владивостоке,0
1406583407,Драйвер для телефона билайн а100 http://t.co/WYTsgihDmq,0
1407407596,"&amp;laquo;Россельхозбанк&amp;raquo; и &amp;laquo;Газпромбанк&amp;raquo; после ужесточения против них санкций со стороны ЕС, обратились за помощью к федера",-1
1389335806,"@pavlovalex Здравствуйте! Уточните, пожалуйста, ограничения возникли со связью или с интернетом? #билайн",0
1406734703,http://t.co/Jx1aSC1H2R Взять кредит в россельхозбанке г ртищево,0
1406844576,http://t.co/U4vtyTulT2 Как взять кредит в райффайзен банке на не,0
1386855581,RT @kybuzumotar: У МТС проблемы со связью из-за замены оборудования,-1
1406979995,"Скорость отличная, но лично у меня много претензий по качеству связи Мегафона.",-1
1387827802,"На месте человека, который придумал новую рекламу Сбербанка, я бы подумал о завершении карьеры.",-1
1407335600,RT @IraVinnitska: @urkdonbass @solomonmax @juan_pedro_jose Зато им сегодня по 500 рублей (вместо 50 руб) новые карточки МТС рос.продавали к…,1
1407252246,"1550 заявок от студентов ведущих вузов страны поступило на прохождение практики в ""Tele2"".Tele2 подводит итоги летней стажировки «Tele2 Pra",0
1406854403,"Евросоюз ограничил доступ к европейским рынкам капитала пяти российским банкам с государственным участием: Сбербанку, ВТБ, Газпромбанку, Вн",-1
1407269364,"RT @krymrealii: «МТС-Украина» о пропавшей связи в Симферополе: мы пока не понимаем, что там происходит http://t.co/ipVLZ5DO7Y",-1
1386679664,Идет матч Штаб квартира Вымпелком - Сибирь. Пока ведем!!! http://t.co/Uii3JWmbAI,0
1407759532,Как активировать кредитную карту альфа банка http://t.co/MIDt9f8ZVx,0
1389193427,RT @OjamilVd: http://t.co/gO1obMiOPI «Мегафон» и «Вымпелком» показали отток,-1
1386534282,Тупит твиттер или телефон или прога или с огромной вероятностью @beeline_uz ?,-1
1407359072,В #Крыму начали отключать сеть “#МТС Украина”   #InstantFollow,-1
1407218816,"#бизнес МТС реорганизует часть розничной сети в пользу обслуживания действующих абонентов: МОСКВА, 5 ...  #ЧитайМеняАяТебя",1
1406900001,"Компания МТС подарила «Мобильную библиотеку» Брянской областной больнице №1. Виртуальные книжные полки, откуда можно в&amp;#160;один клик скача",0
1406575830,RT @ykioo7: Потребительский кредит в ВТБ 24 в Ижевске http://t.co/ou5A0Aqw57,0
1388763731,#ЭтоГликиСучки http://t.co/8qWJcADeR6 #Дополнительный офис Сбербанка России,0
1389910083,сбербанк онлайн скачать для симбиан: Обратитите внимание: Crash Bandicoot Nitro Kart 3D скачать бесплатно на р... http://t.co/l74hix2TLH,0
1406674331,"США ввели санкции против ВТБ, Россельхозбанка, Банка Москвы и Объединенной судостроительной корпорации 
 
США расширила санкционный список",-1
1387513589,RT @home_gadgets: «Билайн» Бизнес разрешил абонентам платить с лицевого счета телефона,0
1387087391,#напитки МТС выпустила самые доступные LTE-планшет и LTE-смартфон,0
1388511733,"Вы готовитесь встречать Новый год, а #билайн списывает втихую деньги с ваших счетов и счетов ваших детей, увеличивая тарифы задним числом.",-1
1407210892,МТС Украина все таки отключили в Крыму. Вот и аста лависта:),-1
1406623240,На 20 процентов с сегодняшнего дня подорожали старые тарифы «Мегафона» - CPV.ru,-1
1387550459,"В Сочи появятся банкоматы Сбербанка на китайском и французском языках: По словам банкира, французский... http://t.co/ENoJ2N2bjB #статьи",0
1387345829,RT @skemhey: К интернету от МТС хочется приложить подорожник.,-1
1389852845,кредит втб 24 липецк http://t.co/WY4re60gCQ,0
1406685395,МТС объединит учреждения социальной защиты Норильска в единую сеть http://t.co/FxaWNMnUsO #CNews,1
1406691331,http://t.co/vO5eGmRhn5 автокредиты райффайзенбанка,0
1387693635,«Уралкалий» привлекает кредитную линию «Сбербанка» на сумму $2&amp;#8230;,0
1386620476,http://t.co/wNys50fxeV отзывы о кредитной карте в альфа банке http://t.co/YLCtWnVVSs,0
1388475816,"@alfabankby а банковские дни как во время праздников? 31,1 - это выходные?",0
1406377631,"Друзья, пока у меня старый номер Теле2 - 89507634923, звоните на него)",0
1406857217,http://t.co/99RruGUdBI Взять кредит в россельхозбанке г ртищево,0
1407236966,"Мобильный оператор МТС-Украина сообщил о технических проблемах в Крыму, из-за чего сегодня в Симферополе пропала связь. &amp;quot;В настоящее в",-1
1388129344,Почему  глава принадлежащего Центробанку Сбербанка называет «банковский бизнес» «финансовой рулеткой»?,0
1406621915,Включив в санкционный список Сбербанк и ВТБ.. Запад нашел новый способ давления на Путина,-1
1406830857,"@_moxovich_ ОАО""Ростелеком"" я менеджер хд",0
1388231388,http://t.co/AL03LBvFYt Взять кредит на свадьбу в мурманске сбербанк,0
1388477953,Клиенты Сбербанка стали брать больше кредитов,0
1407230932,МТС сообщил об утере контроля над своими станциями в Крыму http://t.co/PNd8vVZCNu,-1
1388125137,Меня любит билайн ^^ http://t.co/HuKmd8Xu7n,1
1406864951,Мегафон перевел активы в гонконгские доллары и рубли http://t.co/6cKr44OjB9,0
1388926212,http://t.co/ZGjC4XF23Z Сбербанк кредит как получить,0
1406631647,"чувствую что у меня на лайфе куча пропущеных,кто звонил я на МТС если что)",0
1406298475,http://t.co/ZMCgjC8fDj Взять кредит в райффайзенбанке в омске,0
1389590567,«Ъ»: ВТБ 24 просит ЦБ сохранить за банками функцию трансфер-агентов НПФ #бизнес http://t.co/zxDJurUpVh,0
1406291290,"МТС, ты пьян, иди домой http://t.co/Vbsp5pQzvW",-1
1386942136,"@Beeline_RUS ой, как круто!) а в честь чего такая щедрость?)",1
1407383777,RT @wahy24: Аськи на телефон билайн http://t.co/TIeKmM1rE0,0
1407132367,#Хабаровск : М 40 познакомлюсь Д до 45 и/о мтс 3130263 #tvchat,0
1387524324,Вкладчики Сбербанка СССР снова получат компенсации в 2014 году: В украинской казне на следующий год ... http://t.co/K3pgFzS3Ut #rufollow,0
1406828564,Потребительский кредит райффайзен банк удмуртия http://t.co/Hrohnvxw8D,0
1386570356,Снять (@ Райффайзенбанк) http://t.co/eDzpipx3vf,0
1387196064,блятский мтс блятский лайф заебали,-1
1386947868,"@vasilenkos что у Вас произошло? Если нужна помощь - напишите нам, постараемся помочь. ^СН #МТС",0
1406864526,Мегафон перевел активы в гонконгские доллары и рубли http://t.co/86kfNTkMsx #runews #fact #russia #ukraine,0
1389940985,"@Beeline_RUS интернет у всех одинаковый, а сервис у вас говно!",-1
1387375753,"Прошу ответить по поводу пропажи денег в Сбербанке с моего вклада ""Пополняй"", без моих подписей и присутствия. По сети!",-1
1386482742,"Ну хоть МТС 
Лучше бы мне это кое- кто другой писал http://t.co/lHDGfqL31P",0
1406593614,"А все равно, с мегафоновского модема тоже.",0
1406389178,"Кроме того, Сбербанк победил еще в трех номинациях...",1
1390041846,кредиты физическим лицам альфа банк http://t.co/eHjWRVsswZ,0
1387439276,"RT @akterpnd: Подленкьий @alfa_bank по-тихому, без уведомления, установил лимит на перевод в @rocket_bank с кредитных карт в 1000 рублей. Ф…",-1
1388316046,"Из Билайна звонили, сообщили, что я теперь привилегированный клиент, могу без очереди звонить в техподдержку и ещё карточку вышлют))",1
1388661553,Билайн начинает нас удивлять :D http://t.co/CvbRmEvY3J,0
1406606677,"Российские Сбербанк и ВТБ банк попадут под санкции Евросоюза
http://t.co/5ty4gx3jPq",-1
1407123003,#Хабаровск : М 40 познакомлюсь сем парой мтс 3130263 #флирт #познакомиться,0
1406785344,Beeline: Пополняй баланс без комисии,1
1388903336,RT @BonitaMacksey: банк москвы ипотека без первоначального взноса http://t.co/mf47T7zCcf,0
1387268885,активация кредитной карты альфа банка http://t.co/MrDzGJq6t4,0
1386492440,RT @ewebiwasr: Навеяло  . Если ли профит от MTS бонус?,0
1406487393,"RT @Vasilih66: ...средняя зарплата в Газпромбанке превышает 375 тысяч рублей http://t.co/JEecFXH1aN    http://t.co/yLRm55TQM9  wxDDIgd3Z9
О…",0
1386328831,RT @BankingTipsRU: Потребительский кредит Райффайзенбанка http://t.co/ETuVLLzQvb,0
1386590518,МТС в 2014-15 гг. вложит в расширение и модернизацию сети в Ставропольском крае более 2 млрд руб.,0
1386735617,RT @Jubey_aka_Guru: Билайн совсем офигел.,-1
1387001964,Райффайзенбанк только победил в звании худший интернет банк на свете :) до этого лидировал ВТБ,-1
1406889245,"Друзья, у кого Ростелеком? У вас тоже не все сайты открывает #RT",-1
1388823046,http://t.co/X0jviRVAix Взять кредит в банке сбербанк ессентуки без справок,0
1406908480,@_hikaruru это реклама Ростелеком хд,0
1406505970,Невозможность своевременно внести кредит банк москвы http://t.co/54XpNyGZCn,-1
1386767485,билайн безлимитный интернет +wifi android http://t.co/qbO3nZZkky,0
1406391324,"Вологда – Tele2, альтернативный оператор мобильной связи, объявляет о получении федеральной лицензии на работу в качестве виртуального моби",0
1407318717,Zaletchikya «МТС-Украина» обратилась к другим операторам для восстановления связи в Крыму,0
1406990161,"#runews Beeline и Ucell предупредили о проблемах со связью в день начала экзаменов в Узбекистане: Вчера, авгус... http://t.co/iL7pKKLxTr",-1
1406507418,#RT Сегодня я на экскурсии с цод уральского мегафона #RT,0
1386527005,"Дерьмовее оператора, чем #МТС не найти",-1
1387112286,ипотечный кредит в втб 24 http://t.co/7TpaPN60dG,0
1406462034,"Вологда – Tele2 вместе с жителями Вологды раскрасили в яркие цвета Октябрьский сквер. Проект объединил обычных вологжан, представителей вла",0
1387119619,отчет по кредитной карте сбербанка http://t.co/5WVZDgdCxe,0
1389952646,Герман Греф выплатит сотрудникам премии за потерю лишнего веса. Редакция Мнений.ру заказала пиццу и посочувствовала работникам Сбербанка.,0
1407063391,телефонный справочник мегафон http://t.co/2cfIxyUIKg #мегафон,0
1406882225,"Новый раздел на сайте МТС ""Связь на Востоке Украины"" http://t.co/CTpfdmFUFs",1
1406665734,http://t.co/VvPwjE0uIn Как взять кредит в банке сбербанк приозерск,0
1388532335,Сбербанке,0
1388059623,"RT @vabelikov: Сегодня получил в Сбербанке свой вклад из СБ. Ушло пол часа на всё. Очередей не видел, запись ведь...",1
1406792383,"СМИ: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США http://t.co/KJTvby0NMy",0
1406630410,"- Ой, Мам, а это СМСка пришла, меня МТС с днем рождения поздравляют? - Нет, доча, эти СМС присылают, только когда им денег надо...",-1
1406873462,Советы по ведению финансов в семье и обременяет ли ее цифровое телевидение мтс,0
1387381947,Билайн! Что с тобой? Соберись! Две недели мобильный интернет работает как говно!,-1
1387910129,Ахаха. Билайн все время чинил не ту трубу. Зачеммнеэтаинформация. Хочутишиныипокоя,-1
1407398236,Газпромбанк и Россельхозбанк (РСХБ) просят государственной поддержки в связи с санкциями. Минфин относится к запросам банков скептически.,-1
1388217155,"RT @Beeline_RUS: @Asdsaruss Здрав-те!Спасибо за тёплые слова.Пож-та,следите за акциями и скидками на сайте http://t.co/W5GjsMyTOI.Приятного…",0
1389953793,Сбербанк предлагает полный цикл инкассации: В Среднерусском банке Сбербанка России стартовал… http://t.co/eg42EJUgRq,0
1406814059,"@ru_mts Шучу же! Сам пользуюсь вашими услугами, пока вроде доволен, особенно домашним интернетом.",1
1407105780,В текущем году Билайн планирует увеличить количество базовых станций,1
1406777797,http://t.co/E80FZWjWL0 Сбербанк взять кредит и его проценты,0
1386794468,МТС позволила абонентам подключать на одну sim-карту несколько номеров,0
1406825002,http://t.co/IUjiAw2nc9 втб 24 кредит юридическим лицам,0
1390008832,Привязывать электронную подпись к #уэк #сбербанк отправляет в офис на Брестской.,0
1389163868,список должников альфа банк город москва http://t.co/tQUPw78qph,0
1386589616,http://t.co/tpWP49TF5E втб 24 оформить кредитную карту на 30000 рублей http://t.co/KCiLHwjLeI,0
1407414436,Абоненты Tele2 выбирают смартфоны,0
1388074912,"@rondometr @tcsbank @alfa_bank @vasilysh О, да. А Альфа Банк постоянно предлагает, но как узнает, что я ИП, сразу заднюю врубает.",-1
1407710425,Потребительский кредит райфайзен банка http://t.co/kqCABPmg6a,0
1386866922,"@HADEHbKA_H, пришлите,пожалуйста, номер МТС,контактный номер и точный адрес(улица,дом). Проведем диагностику.  ^ИА #МТС",0
1407134524,Андрей Ермаков назначен директором Нижегородского регионального филиала ОАО «Россельхозбанк»,0
